Chronic_disease,ICD_Code,ICD_Version
Diabetes,E0937,ICD10
Diabetes,E0961,ICD10
Diabetes,E0962,ICD10
Diabetes,E0963,ICD10
Diabetes,E0964,ICD10
Diabetes,E1031,ICD10
Diabetes,E1032,ICD10
Diabetes,E1033,ICD10
Diabetes,E1034,ICD10
Diabetes,E1035,ICD10
Diabetes,E1037,ICD10
Diabetes,E1061,ICD10
Diabetes,E1062,ICD10
Diabetes,E1063,ICD10
Diabetes,E1064,ICD10
Diabetes,E1131,ICD10
Diabetes,E1132,ICD10
Diabetes,E1133,ICD10
Diabetes,E1134,ICD10
Diabetes,E1135,ICD10
Diabetes,E1137,ICD10
Diabetes,E1161,ICD10
Diabetes,E1162,ICD10
Diabetes,E1163,ICD10
Diabetes,E1164,ICD10
Diabetes,E1331,ICD10
Diabetes,E1332,ICD10
Diabetes,E1333,ICD10
Diabetes,E1334,ICD10
Diabetes,E1335,ICD10
Diabetes,E1337,ICD10
Diabetes,E1361,ICD10
Diabetes,E1362,ICD10
Diabetes,E1363,ICD10
Diabetes,E1364,ICD10
Cardiovascular Disease,I2511,ICD10
Cardiovascular Disease,I2570,ICD10
Cardiovascular Disease,I2571,ICD10
Cardiovascular Disease,I2572,ICD10
Cardiovascular Disease,I2573,ICD10
Cardiovascular Disease,I2575,ICD10
Cardiovascular Disease,I2576,ICD10
Cardiovascular Disease,I2579,ICD10
Cardiovascular Disease,I2581,ICD10
Cardiovascular Disease,I5081,ICD10
Cardiovascular Disease,I6301,ICD10
Cardiovascular Disease,I6303,ICD10
Cardiovascular Disease,I6311,ICD10
Cardiovascular Disease,I6313,ICD10
Cardiovascular Disease,I6321,ICD10
Cardiovascular Disease,I6323,ICD10
Cardiovascular Disease,I6331,ICD10
Cardiovascular Disease,I6332,ICD10
Cardiovascular Disease,I6333,ICD10
Cardiovascular Disease,I6334,ICD10
Cardiovascular Disease,I6341,ICD10
Cardiovascular Disease,I6342,ICD10
Cardiovascular Disease,I6343,ICD10
Cardiovascular Disease,I6344,ICD10
Cardiovascular Disease,I6351,ICD10
Cardiovascular Disease,I6352,ICD10
Cardiovascular Disease,I6353,ICD10
Cardiovascular Disease,I6354,ICD10
Cardiovascular Disease,I6784,ICD10
Cardiovascular Disease,I6785,ICD10
Cardiovascular Disease,I6902,ICD10
Cardiovascular Disease,I6903,ICD10
Cardiovascular Disease,I6904,ICD10
Cardiovascular Disease,I6905,ICD10
Cardiovascular Disease,I6906,ICD10
Cardiovascular Disease,I6909,ICD10
Cardiovascular Disease,I6912,ICD10
Cardiovascular Disease,I6913,ICD10
Cardiovascular Disease,I6914,ICD10
Cardiovascular Disease,I6915,ICD10
Cardiovascular Disease,I6916,ICD10
Cardiovascular Disease,I6919,ICD10
Cardiovascular Disease,I6922,ICD10
Cardiovascular Disease,I6923,ICD10
Cardiovascular Disease,I6924,ICD10
Cardiovascular Disease,I6925,ICD10
Cardiovascular Disease,I6926,ICD10
Cardiovascular Disease,I6929,ICD10
Cardiovascular Disease,I6932,ICD10
Cardiovascular Disease,I6933,ICD10
Cardiovascular Disease,I6934,ICD10
Cardiovascular Disease,I6935,ICD10
Cardiovascular Disease,I6936,ICD10
Cardiovascular Disease,I6939,ICD10
Cardiovascular Disease,I6982,ICD10
Cardiovascular Disease,I6983,ICD10
Cardiovascular Disease,I6984,ICD10
Cardiovascular Disease,I6985,ICD10
Cardiovascular Disease,I6986,ICD10
Cardiovascular Disease,I6989,ICD10
Cardiovascular Disease,I6992,ICD10
Cardiovascular Disease,I6993,ICD10
Cardiovascular Disease,I6994,ICD10
Cardiovascular Disease,I6995,ICD10
Cardiovascular Disease,I6996,ICD10
Cardiovascular Disease,I6999,ICD10
Cardiovascular Disease,I7020,ICD10
Cardiovascular Disease,I7021,ICD10
Cardiovascular Disease,I7022,ICD10
Cardiovascular Disease,I7023,ICD10
Cardiovascular Disease,I7024,ICD10
Cardiovascular Disease,I7026,ICD10
Cardiovascular Disease,I7029,ICD10
Cardiovascular Disease,I7030,ICD10
Cardiovascular Disease,I7031,ICD10
Cardiovascular Disease,I7032,ICD10
Cardiovascular Disease,I7033,ICD10
Cardiovascular Disease,I7034,ICD10
Cardiovascular Disease,I7036,ICD10
Cardiovascular Disease,I7039,ICD10
Cardiovascular Disease,I7040,ICD10
Cardiovascular Disease,I7041,ICD10
Cardiovascular Disease,I7042,ICD10
Cardiovascular Disease,I7043,ICD10
Cardiovascular Disease,I7044,ICD10
Cardiovascular Disease,I7046,ICD10
Cardiovascular Disease,I7049,ICD10
Cardiovascular Disease,I7050,ICD10
Cardiovascular Disease,I7051,ICD10
Cardiovascular Disease,I7052,ICD10
Cardiovascular Disease,I7053,ICD10
Cardiovascular Disease,I7054,ICD10
Cardiovascular Disease,I7056,ICD10
Cardiovascular Disease,I7059,ICD10
Cardiovascular Disease,I7060,ICD10
Cardiovascular Disease,I7061,ICD10
Cardiovascular Disease,I7062,ICD10
Cardiovascular Disease,I7063,ICD10
Cardiovascular Disease,I7064,ICD10
Cardiovascular Disease,I7066,ICD10
Cardiovascular Disease,I7069,ICD10
Cardiovascular Disease,I7070,ICD10
Cardiovascular Disease,I7071,ICD10
Cardiovascular Disease,I7072,ICD10
Cardiovascular Disease,I7073,ICD10
Cardiovascular Disease,I7074,ICD10
Cardiovascular Disease,I7076,ICD10
Cardiovascular Disease,I7079,ICD10
Cardiovascular Disease,I7501,ICD10
Cardiovascular Disease,I7502,ICD10
Cardiovascular Disease,I7781,ICD10
Cardiovascular Disease,I8221,ICD10
Cardiovascular Disease,I8222,ICD10
Cardiovascular Disease,I8229,ICD10
Cardiovascular Disease,I8250,ICD10
Cardiovascular Disease,I8251,ICD10
Cardiovascular Disease,I8252,ICD10
Cardiovascular Disease,I8253,ICD10
Cardiovascular Disease,I8254,ICD10
Cardiovascular Disease,I8259,ICD10
Cardiovascular Disease,I825Y,ICD10
Cardiovascular Disease,I825Z,ICD10
Cardiovascular Disease,I8270,ICD10
Cardiovascular Disease,I8271,ICD10
Cardiovascular Disease,I8272,ICD10
Cardiovascular Disease,I8289,ICD10
Cardiovascular Disease,I82A2,ICD10
Cardiovascular Disease,I82B2,ICD10
Cardiovascular Disease,I82C2,ICD10
Cardiovascular Disease,I8700,ICD10
Cardiovascular Disease,I8701,ICD10
Cardiovascular Disease,I8702,ICD10
Cardiovascular Disease,I8703,ICD10
Cardiovascular Disease,I8709,ICD10
Cardiovascular Disease,I8730,ICD10
Cardiovascular Disease,I8731,ICD10
Cardiovascular Disease,I8732,ICD10
Cardiovascular Disease,I8733,ICD10
Cardiovascular Disease,I8739,ICD10
Cardiovascular Disease,I9711,ICD10
Cardiovascular Disease,I9712,ICD10
Cardiovascular Disease,I9713,ICD10
Cardiovascular Disease,I9719,ICD10
Asthma,J4590,ICD10
Asthma,J4599,ICD10
Mental Health Conditions,F1012,ICD10
Mental Health Conditions,F1015,ICD10
Mental Health Conditions,F1018,ICD10
Mental Health Conditions,F1022,ICD10
Mental Health Conditions,F1023,ICD10
Mental Health Conditions,F1025,ICD10
Mental Health Conditions,F1028,ICD10
Mental Health Conditions,F1112,ICD10
Mental Health Conditions,F1115,ICD10
Mental Health Conditions,F1118,ICD10
Mental Health Conditions,F1122,ICD10
Mental Health Conditions,F1125,ICD10
Mental Health Conditions,F1128,ICD10
Mental Health Conditions,F1212,ICD10
Mental Health Conditions,F1215,ICD10
Mental Health Conditions,F1218,ICD10
Mental Health Conditions,F1222,ICD10
Mental Health Conditions,F1225,ICD10
Mental Health Conditions,F1228,ICD10
Mental Health Conditions,F1312,ICD10
Mental Health Conditions,F1315,ICD10
Mental Health Conditions,F1318,ICD10
Mental Health Conditions,F1322,ICD10
Mental Health Conditions,F1323,ICD10
Mental Health Conditions,F1325,ICD10
Mental Health Conditions,F1328,ICD10
Mental Health Conditions,F1412,ICD10
Mental Health Conditions,F1415,ICD10
Mental Health Conditions,F1418,ICD10
Mental Health Conditions,F1422,ICD10
Mental Health Conditions,F1425,ICD10
Mental Health Conditions,F1428,ICD10
Mental Health Conditions,F1512,ICD10
Mental Health Conditions,F1515,ICD10
Mental Health Conditions,F1518,ICD10
Mental Health Conditions,F1522,ICD10
Mental Health Conditions,F1525,ICD10
Mental Health Conditions,F1528,ICD10
Mental Health Conditions,F1612,ICD10
Mental Health Conditions,F1615,ICD10
Mental Health Conditions,F1618,ICD10
Mental Health Conditions,F1622,ICD10
Mental Health Conditions,F1625,ICD10
Mental Health Conditions,F1628,ICD10
Mental Health Conditions,F1720,ICD10
Mental Health Conditions,F1721,ICD10
Mental Health Conditions,F1722,ICD10
Mental Health Conditions,F1729,ICD10
Mental Health Conditions,F1812,ICD10
Mental Health Conditions,F1815,ICD10
Mental Health Conditions,F1818,ICD10
Mental Health Conditions,F1822,ICD10
Mental Health Conditions,F1825,ICD10
Mental Health Conditions,F1828,ICD10
Mental Health Conditions,F1912,ICD10
Mental Health Conditions,F1915,ICD10
Mental Health Conditions,F1918,ICD10
Mental Health Conditions,F1922,ICD10
Mental Health Conditions,F1923,ICD10
Mental Health Conditions,F1925,ICD10
Mental Health Conditions,F1928,ICD10
Mental Health Conditions,F4021,ICD10
Mental Health Conditions,F4022,ICD10
Mental Health Conditions,F4023,ICD10
Mental Health Conditions,F4024,ICD10
Mental Health Conditions,F4029,ICD10
Back Pain,M4701,ICD10
Back Pain,M4702,ICD10
Back Pain,M4781,ICD10
Back Pain,M4789,ICD10
Back Pain,M488X,ICD10
Arthritis,M0501,ICD10
Arthritis,M0502,ICD10
Arthritis,M0503,ICD10
Arthritis,M0504,ICD10
Arthritis,M0505,ICD10
Arthritis,M0506,ICD10
Arthritis,M0507,ICD10
Arthritis,M0511,ICD10
Arthritis,M0512,ICD10
Arthritis,M0513,ICD10
Arthritis,M0514,ICD10
Arthritis,M0515,ICD10
Arthritis,M0516,ICD10
Arthritis,M0517,ICD10
Arthritis,M0521,ICD10
Arthritis,M0522,ICD10
Arthritis,M0523,ICD10
Arthritis,M0524,ICD10
Arthritis,M0525,ICD10
Arthritis,M0526,ICD10
Arthritis,M0527,ICD10
Arthritis,M0531,ICD10
Arthritis,M0532,ICD10
Arthritis,M0533,ICD10
Arthritis,M0534,ICD10
Arthritis,M0535,ICD10
Arthritis,M0536,ICD10
Arthritis,M0537,ICD10
Arthritis,M0541,ICD10
Arthritis,M0542,ICD10
Arthritis,M0543,ICD10
Arthritis,M0544,ICD10
Arthritis,M0545,ICD10
Arthritis,M0546,ICD10
Arthritis,M0547,ICD10
Arthritis,M0551,ICD10
Arthritis,M0552,ICD10
Arthritis,M0553,ICD10
Arthritis,M0554,ICD10
Arthritis,M0555,ICD10
Arthritis,M0556,ICD10
Arthritis,M0557,ICD10
Arthritis,M0561,ICD10
Arthritis,M0562,ICD10
Arthritis,M0563,ICD10
Arthritis,M0564,ICD10
Arthritis,M0565,ICD10
Arthritis,M0566,ICD10
Arthritis,M0567,ICD10
Arthritis,M0571,ICD10
Arthritis,M0572,ICD10
Arthritis,M0573,ICD10
Arthritis,M0574,ICD10
Arthritis,M0575,ICD10
Arthritis,M0576,ICD10
Arthritis,M0577,ICD10
Arthritis,M0581,ICD10
Arthritis,M0582,ICD10
Arthritis,M0583,ICD10
Arthritis,M0584,ICD10
Arthritis,M0585,ICD10
Arthritis,M0586,ICD10
Arthritis,M0587,ICD10
Arthritis,M0601,ICD10
Arthritis,M0602,ICD10
Arthritis,M0603,ICD10
Arthritis,M0604,ICD10
Arthritis,M0605,ICD10
Arthritis,M0606,ICD10
Arthritis,M0607,ICD10
Arthritis,M0621,ICD10
Arthritis,M0622,ICD10
Arthritis,M0623,ICD10
Arthritis,M0624,ICD10
Arthritis,M0625,ICD10
Arthritis,M0626,ICD10
Arthritis,M0627,ICD10
Arthritis,M0631,ICD10
Arthritis,M0632,ICD10
Arthritis,M0633,ICD10
Arthritis,M0634,ICD10
Arthritis,M0635,ICD10
Arthritis,M0636,ICD10
Arthritis,M0637,ICD10
Arthritis,M0681,ICD10
Arthritis,M0682,ICD10
Arthritis,M0683,ICD10
Arthritis,M0684,ICD10
Arthritis,M0685,ICD10
Arthritis,M0686,ICD10
Arthritis,M0687,ICD10
Arthritis,M0801,ICD10
Arthritis,M0802,ICD10
Arthritis,M0803,ICD10
Arthritis,M0804,ICD10
Arthritis,M0805,ICD10
Arthritis,M0806,ICD10
Arthritis,M0807,ICD10
Arthritis,M0821,ICD10
Arthritis,M0822,ICD10
Arthritis,M0823,ICD10
Arthritis,M0824,ICD10
Arthritis,M0825,ICD10
Arthritis,M0826,ICD10
Arthritis,M0827,ICD10
Arthritis,M0841,ICD10
Arthritis,M0842,ICD10
Arthritis,M0843,ICD10
Arthritis,M0844,ICD10
Arthritis,M0845,ICD10
Arthritis,M0846,ICD10
Arthritis,M0847,ICD10
Arthritis,M0881,ICD10
Arthritis,M0882,ICD10
Arthritis,M0883,ICD10
Arthritis,M0884,ICD10
Arthritis,M0885,ICD10
Arthritis,M0886,ICD10
Arthritis,M0887,ICD10
Arthritis,M0891,ICD10
Arthritis,M0892,ICD10
Arthritis,M0893,ICD10
Arthritis,M0894,ICD10
Arthritis,M0895,ICD10
Arthritis,M0896,ICD10
Arthritis,M0897,ICD10
Arthritis,M1201,ICD10
Arthritis,M1202,ICD10
Arthritis,M1203,ICD10
Arthritis,M1204,ICD10
Arthritis,M1205,ICD10
Arthritis,M1206,ICD10
Arthritis,M1207,ICD10
Arthritis,M1311,ICD10
Arthritis,M1312,ICD10
Arthritis,M1313,ICD10
Arthritis,M1314,ICD10
Arthritis,M1315,ICD10
Arthritis,M1316,ICD10
Arthritis,M1317,ICD10
Arthritis,M1381,ICD10
Arthritis,M1382,ICD10
Arthritis,M1383,ICD10
Arthritis,M1384,ICD10
Arthritis,M1385,ICD10
Arthritis,M1386,ICD10
Arthritis,M1387,ICD10
Arthritis,M1901,ICD10
Arthritis,M1902,ICD10
Arthritis,M1903,ICD10
Arthritis,M1904,ICD10
Arthritis,M1907,ICD10
Arthritis,M1911,ICD10
Arthritis,M1912,ICD10
Arthritis,M1913,ICD10
Arthritis,M1914,ICD10
Arthritis,M1917,ICD10
Arthritis,M1921,ICD10
Arthritis,M1922,ICD10
Arthritis,M1923,ICD10
Arthritis,M1924,ICD10
Arthritis,M1927,ICD10
Gout,M1001,ICD10
Gout,M1002,ICD10
Gout,M1003,ICD10
Gout,M1004,ICD10
Gout,M1005,ICD10
Gout,M1006,ICD10
Gout,M1007,ICD10
Gout,M1011,ICD10
Gout,M1012,ICD10
Gout,M1013,ICD10
Gout,M1014,ICD10
Gout,M1015,ICD10
Gout,M1016,ICD10
Gout,M1017,ICD10
Gout,M1021,ICD10
Gout,M1022,ICD10
Gout,M1023,ICD10
Gout,M1024,ICD10
Gout,M1025,ICD10
Gout,M1026,ICD10
Gout,M1027,ICD10
Gout,M1031,ICD10
Gout,M1032,ICD10
Gout,M1033,ICD10
Gout,M1034,ICD10
Gout,M1035,ICD10
Gout,M1036,ICD10
Gout,M1037,ICD10
Gout,M1041,ICD10
Gout,M1042,ICD10
Gout,M1043,ICD10
Gout,M1044,ICD10
Gout,M1045,ICD10
Gout,M1046,ICD10
Gout,M1047,ICD10
Gout,M1A00,ICD10
Gout,M1A01,ICD10
Gout,M1A02,ICD10
Gout,M1A03,ICD10
Gout,M1A04,ICD10
Gout,M1A05,ICD10
Gout,M1A06,ICD10
Gout,M1A07,ICD10
Gout,M1A08,ICD10
Gout,M1A09,ICD10
Gout,M1A10,ICD10
Gout,M1A11,ICD10
Gout,M1A12,ICD10
Gout,M1A13,ICD10
Gout,M1A14,ICD10
Gout,M1A15,ICD10
Gout,M1A16,ICD10
Gout,M1A17,ICD10
Gout,M1A18,ICD10
Gout,M1A19,ICD10
Gout,M1A20,ICD10
Gout,M1A21,ICD10
Gout,M1A22,ICD10
Gout,M1A23,ICD10
Gout,M1A24,ICD10
Gout,M1A25,ICD10
Gout,M1A26,ICD10
Gout,M1A27,ICD10
Gout,M1A28,ICD10
Gout,M1A29,ICD10
Gout,M1A30,ICD10
Gout,M1A31,ICD10
Gout,M1A32,ICD10
Gout,M1A33,ICD10
Gout,M1A34,ICD10
Gout,M1A35,ICD10
Gout,M1A36,ICD10
Gout,M1A37,ICD10
Gout,M1A38,ICD10
Gout,M1A39,ICD10
Gout,M1A40,ICD10
Gout,M1A41,ICD10
Gout,M1A42,ICD10
Gout,M1A43,ICD10
Gout,M1A44,ICD10
Gout,M1A45,ICD10
Gout,M1A46,ICD10
Gout,M1A47,ICD10
Gout,M1A48,ICD10
Gout,M1A49,ICD10
Gout,M1A9X,ICD10
Chronic Kidney Disease,O1021,ICD10
Chronic Kidney Disease,O1031,ICD10
Cancer,C068,ICD10
Cancer,C340,ICD10
Cancer,C341,ICD10
Cancer,C343,ICD10
Cancer,C348,ICD10
Cancer,C349,ICD10
Cancer,C400,ICD10
Cancer,C401,ICD10
Cancer,C402,ICD10
Cancer,C403,ICD10
Cancer,C408,ICD10
Cancer,C409,ICD10
Cancer,C471,ICD10
Cancer,C472,ICD10
Cancer,C491,ICD10
Cancer,C492,ICD10
Cancer,C500,ICD10
Cancer,C501,ICD10
Cancer,C502,ICD10
Cancer,C503,ICD10
Cancer,C504,ICD10
Cancer,C505,ICD10
Cancer,C506,ICD10
Cancer,C508,ICD10
Cancer,C509,ICD10
Cancer,C570,ICD10
Cancer,C571,ICD10
Cancer,C572,ICD10
Cancer,C620,ICD10
Cancer,C621,ICD10
Cancer,C629,ICD10
Cancer,C630,ICD10
Cancer,C631,ICD10
Cancer,C690,ICD10
Cancer,C691,ICD10
Cancer,C692,ICD10
Cancer,C693,ICD10
Cancer,C694,ICD10
Cancer,C695,ICD10
Cancer,C696,ICD10
Cancer,C698,ICD10
Cancer,C699,ICD10
Cancer,C722,ICD10
Cancer,C723,ICD10
Cancer,C724,ICD10
Cancer,C725,ICD10
Cancer,C740,ICD10
Cancer,C741,ICD10
Cancer,C749,ICD10
Cancer,C764,ICD10
Cancer,C765,ICD10
Cancer,C780,ICD10
Cancer,C783,ICD10
Cancer,C788,ICD10
Cancer,C790,ICD10
Cancer,C791,ICD10
Cancer,C793,ICD10
Cancer,C794,ICD10
Cancer,C795,ICD10
Cancer,C796,ICD10
Cancer,C797,ICD10
Cancer,C798,ICD10
Diabetes,O240,ICD10
Diabetes,O241,ICD10
Diabetes,O243,ICD10
Diabetes,O248,ICD10
Diabetes,O249,ICD10
Diabetes,E080,ICD10
Diabetes,E081,ICD10
Diabetes,E082,ICD10
Diabetes,E083,ICD10
Diabetes,E084,ICD10
Diabetes,E085,ICD10
Diabetes,E086,ICD10
Diabetes,E090,ICD10
Diabetes,E091,ICD10
Diabetes,E092,ICD10
Diabetes,E093,ICD10
Diabetes,E094,ICD10
Diabetes,E095,ICD10
Diabetes,E096,ICD10
Diabetes,E101,ICD10
Diabetes,E102,ICD10
Diabetes,E103,ICD10
Diabetes,E104,ICD10
Diabetes,E105,ICD10
Diabetes,E106,ICD10
Diabetes,E110,ICD10
Diabetes,E111,ICD10
Diabetes,E112,ICD10
Diabetes,E113,ICD10
Diabetes,E114,ICD10
Diabetes,E115,ICD10
Diabetes,E116,ICD10
Diabetes,E130,ICD10
Diabetes,E131,ICD10
Diabetes,E132,ICD10
Diabetes,E133,ICD10
Diabetes,E134,ICD10
Diabetes,E135,ICD10
Diabetes,E136,ICD10
Cardiovascular Disease,I098,ICD10
Cardiovascular Disease,I131,ICD10
Cardiovascular Disease,I210,ICD10
Cardiovascular Disease,I211,ICD10
Cardiovascular Disease,I212,ICD10
Cardiovascular Disease,I21A,ICD10
Cardiovascular Disease,I251,ICD10
Cardiovascular Disease,I254,ICD10
Cardiovascular Disease,I257,ICD10
Cardiovascular Disease,I258,ICD10
Cardiovascular Disease,I443,ICD10
Cardiovascular Disease,I446,ICD10
Cardiovascular Disease,I451,ICD10
Cardiovascular Disease,I458,ICD10
Cardiovascular Disease,I489,ICD10
Cardiovascular Disease,I490,ICD10
Cardiovascular Disease,I494,ICD10
Cardiovascular Disease,I502,ICD10
Cardiovascular Disease,I503,ICD10
Cardiovascular Disease,I504,ICD10
Cardiovascular Disease,I508,ICD10
Cardiovascular Disease,I518,ICD10
Cardiovascular Disease,I600,ICD10
Cardiovascular Disease,I601,ICD10
Cardiovascular Disease,I603,ICD10
Cardiovascular Disease,I605,ICD10
Cardiovascular Disease,I620,ICD10
Cardiovascular Disease,I630,ICD10
Cardiovascular Disease,I631,ICD10
Cardiovascular Disease,I632,ICD10
Cardiovascular Disease,I633,ICD10
Cardiovascular Disease,I634,ICD10
Cardiovascular Disease,I635,ICD10
Cardiovascular Disease,I650,ICD10
Cardiovascular Disease,I652,ICD10
Cardiovascular Disease,I660,ICD10
Cardiovascular Disease,I661,ICD10
Cardiovascular Disease,I662,ICD10
Cardiovascular Disease,I678,ICD10
Cardiovascular Disease,I690,ICD10
Cardiovascular Disease,I691,ICD10
Cardiovascular Disease,I692,ICD10
Cardiovascular Disease,I693,ICD10
Cardiovascular Disease,I698,ICD10
Cardiovascular Disease,I699,ICD10
Cardiovascular Disease,I702,ICD10
Cardiovascular Disease,I703,ICD10
Cardiovascular Disease,I704,ICD10
Cardiovascular Disease,I705,ICD10
Cardiovascular Disease,I706,ICD10
Cardiovascular Disease,I707,ICD10
Cardiovascular Disease,I709,ICD10
Cardiovascular Disease,I710,ICD10
Cardiovascular Disease,I730,ICD10
Cardiovascular Disease,I738,ICD10
Cardiovascular Disease,I740,ICD10
Cardiovascular Disease,I741,ICD10
Cardiovascular Disease,I750,ICD10
Cardiovascular Disease,I758,ICD10
Cardiovascular Disease,I777,ICD10
Cardiovascular Disease,I778,ICD10
Cardiovascular Disease,I822,ICD10
Cardiovascular Disease,I825,ICD10
Cardiovascular Disease,I827,ICD10
Cardiovascular Disease,I828,ICD10
Cardiovascular Disease,I829,ICD10
Cardiovascular Disease,I82A,ICD10
Cardiovascular Disease,I82B,ICD10
Cardiovascular Disease,I82C,ICD10
Cardiovascular Disease,I850,ICD10
Cardiovascular Disease,I851,ICD10
Cardiovascular Disease,I870,ICD10
Cardiovascular Disease,I873,ICD10
Cardiovascular Disease,I971,ICD10
Chronic Obstructive Pulmonary Disease,I260,ICD10
Chronic Obstructive Pulmonary Disease,I269,ICD10
Chronic Obstructive Pulmonary Disease,I278,ICD10
Asthma,J452,ICD10
Asthma,J453,ICD10
Asthma,J454,ICD10
Asthma,J455,ICD10
Asthma,J459,ICD10
Mental Health Conditions,F015,ICD10
Mental Health Conditions,F028,ICD10
Mental Health Conditions,F039,ICD10
Mental Health Conditions,F078,ICD10
Mental Health Conditions,F101,ICD10
Mental Health Conditions,F102,ICD10
Mental Health Conditions,F111,ICD10
Mental Health Conditions,F112,ICD10
Mental Health Conditions,F121,ICD10
Mental Health Conditions,F122,ICD10
Mental Health Conditions,F131,ICD10
Mental Health Conditions,F132,ICD10
Mental Health Conditions,F141,ICD10
Mental Health Conditions,F142,ICD10
Mental Health Conditions,F151,ICD10
Mental Health Conditions,F152,ICD10
Mental Health Conditions,F161,ICD10
Mental Health Conditions,F162,ICD10
Mental Health Conditions,F172,ICD10
Mental Health Conditions,F181,ICD10
Mental Health Conditions,F182,ICD10
Mental Health Conditions,F191,ICD10
Mental Health Conditions,F192,ICD10
Mental Health Conditions,F208,ICD10
Mental Health Conditions,F301,ICD10
Mental Health Conditions,F311,ICD10
Mental Health Conditions,F313,ICD10
Mental Health Conditions,F316,ICD10
Mental Health Conditions,F317,ICD10
Mental Health Conditions,F318,ICD10
Mental Health Conditions,F334,ICD10
Mental Health Conditions,F400,ICD10
Mental Health Conditions,F401,ICD10
Mental Health Conditions,F402,ICD10
Mental Health Conditions,F431,ICD10
Mental Health Conditions,F432,ICD10
Mental Health Conditions,F448,ICD10
Mental Health Conditions,F452,ICD10
Mental Health Conditions,F454,ICD10
Mental Health Conditions,F500,ICD10
Mental Health Conditions,F510,ICD10
Mental Health Conditions,F511,ICD10
Mental Health Conditions,F522,ICD10
Mental Health Conditions,F523,ICD10
Mental Health Conditions,F608,ICD10
Mental Health Conditions,F638,ICD10
Mental Health Conditions,F655,ICD10
Mental Health Conditions,F658,ICD10
Mental Health Conditions,F681,ICD10
Mental Health Conditions,F808,ICD10
Mental Health Conditions,F818,ICD10
Mental Health Conditions,F982,ICD10
Back Pain,M460,ICD10
Back Pain,M462,ICD10
Back Pain,M463,ICD10
Back Pain,M464,ICD10
Back Pain,M465,ICD10
Back Pain,M468,ICD10
Back Pain,M469,ICD10
Back Pain,M470,ICD10
Back Pain,M471,ICD10
Back Pain,M472,ICD10
Back Pain,M478,ICD10
Back Pain,M481,ICD10
Back Pain,M482,ICD10
Back Pain,M483,ICD10
Back Pain,M488,ICD10
Back Pain,M498,ICD10
Arthritis,M050,ICD10
Arthritis,M051,ICD10
Arthritis,M052,ICD10
Arthritis,M053,ICD10
Arthritis,M054,ICD10
Arthritis,M055,ICD10
Arthritis,M056,ICD10
Arthritis,M057,ICD10
Arthritis,M058,ICD10
Arthritis,M060,ICD10
Arthritis,M062,ICD10
Arthritis,M063,ICD10
Arthritis,M068,ICD10
Arthritis,M080,ICD10
Arthritis,M082,ICD10
Arthritis,M084,ICD10
Arthritis,M088,ICD10
Arthritis,M089,ICD10
Arthritis,M120,ICD10
Arthritis,M131,ICD10
Arthritis,M138,ICD10
Arthritis,M161,ICD10
Arthritis,M163,ICD10
Arthritis,M165,ICD10
Arthritis,M171,ICD10
Arthritis,M173,ICD10
Arthritis,M181,ICD10
Arthritis,M183,ICD10
Arthritis,M185,ICD10
Arthritis,M190,ICD10
Arthritis,M191,ICD10
Arthritis,M192,ICD10
Arthritis,M199,ICD10
Gout,M100,ICD10
Gout,M101,ICD10
Gout,M102,ICD10
Gout,M103,ICD10
Gout,M104,ICD10
Gout,M1A0,ICD10
Gout,M1A1,ICD10
Gout,M1A2,ICD10
Gout,M1A3,ICD10
Gout,M1A4,ICD10
Gout,M1A9,ICD10
Chronic Kidney Disease,O102,ICD10
Chronic Kidney Disease,O103,ICD10
Cancer,C00,ICD10
Cancer,C02,ICD10
Cancer,C03,ICD10
Cancer,C04,ICD10
Cancer,C05,ICD10
Cancer,C06,ICD10
Cancer,C08,ICD10
Cancer,C09,ICD10
Cancer,C10,ICD10
Cancer,C11,ICD10
Cancer,C13,ICD10
Cancer,C14,ICD10
Cancer,C15,ICD10
Cancer,C16,ICD10
Cancer,C17,ICD10
Cancer,C18,ICD10
Cancer,C21,ICD10
Cancer,C22,ICD10
Cancer,C24,ICD10
Cancer,C25,ICD10
Cancer,C26,ICD10
Cancer,C30,ICD10
Cancer,C31,ICD10
Cancer,C32,ICD10
Cancer,C34,ICD10
Cancer,C38,ICD10
Cancer,C39,ICD10
Cancer,C40,ICD10
Cancer,C41,ICD10
Cancer,C47,ICD10
Cancer,C48,ICD10
Cancer,C49,ICD10
Cancer,C50,ICD10
Cancer,C51,ICD10
Cancer,C53,ICD10
Cancer,C54,ICD10
Cancer,C56,ICD10
Cancer,C57,ICD10
Cancer,C60,ICD10
Cancer,C62,ICD10
Cancer,C63,ICD10
Cancer,C64,ICD10
Cancer,C65,ICD10
Cancer,C66,ICD10
Cancer,C67,ICD10
Cancer,C68,ICD10
Cancer,C69,ICD10
Cancer,C70,ICD10
Cancer,C71,ICD10
Cancer,C72,ICD10
Cancer,C74,ICD10
Cancer,C75,ICD10
Cancer,C76,ICD10
Cancer,C77,ICD10
Cancer,C78,ICD10
Cancer,C79,ICD10
Cancer,C80,ICD10
Cancer,C96,ICD10
Diabetes,O24,ICD10
Diabetes,P70,ICD10
Diabetes,E08,ICD10
Diabetes,E09,ICD10
Diabetes,E10,ICD10
Diabetes,E11,ICD10
Diabetes,E13,ICD10
Cardiovascular Disease,I05,ICD10
